0.103096,14000,3,0,0,0,0,0,1239,49153
0.1032,14000,3,3.73333,0,0,1400,0,1239,49153
0.103304,14000,3,7.46667,0,0,2800,0,1239,49153
0.103407,14000,3,11.2,0,0,4200,0,1239,49153
0.103511,14000,3,14.9333,0,0,5600,0,1239,49153
0.103615,14000,3,18.6667,0,0,7000,0,1239,49153
0.103719,14000,3,22.4,0,0,8400,0,1239,49153
0.103823,14000,3,26.1333,0,0,9800,0,1239,49153
0.103926,14000,3,29.8667,0,0,11200,0,1239,49153
0.10403,14000,3,33.6,0,0,12600,0,1239,49153
0.106096,15400,3,33.6,0,0,12600,0,1239,49153
0.1062,15400,3,37.3333,0,0,14000,0,1239,49153
0.106508,18200,3,33.6,0,0,12600,0,1239,49153
0.106612,26600,3,14.9333,0,0,5600,0,1239,49153
0.106716,26600,3,18.6667,0,0,7000,0,1239,49153
0.10682,26600,3,22.4,0,0,8400,0,1239,49153
0.106924,26600,3,26.1333,0,0,9800,0,1239,49153
0.107027,26600,3,29.8667,0,0,11200,0,1239,49153
0.107131,26600,3,33.6,0,0,12600,0,1239,49153
0.107235,26600,3,37.3333,0,0,14000,0,1239,49153
0.107339,26600,3,41.0667,0,0,15400,0,1239,49153
0.107443,26600,3,44.8,0,0,16800,0,1239,49153
0.107547,26600,3,48.5333,0,0,18200,0,1239,49153
0.10765,26600,3,52.2667,0,0,19600,0,1239,49153
0.107754,26600,3,56,0,0,21000,0,1239,49153
0.107858,26600,3,59.7333,0,0,22400,0,1239,49153
0.107962,26600,3,63.4667,0,0,23800,0,1239,49153
0.108066,26600,3,67.2,0,0,25200,0,1239,49153
0.109196,29400,3,58.5846,0,0,23800,0,1239,49153
0.1093,29400,3,62.0308,0,0,25200,0,1239,49153
0.109404,29400,3,65.4769,0,0,26600,0,1239,49153
0.109507,29400,3,68.9231,0,0,28000,0,1239,49153
0.109721,32200,3,66.1126,0,0,26600,0,1239,49153
0.109825,37800,3,56.5749,0,0,22400,0,1239,49153
0.109929,40600,3,55.6007,0,0,21000,0,1239,49153
0.110032,43400,3,51.9403,0,0,19600,0,1239,49153
0.110131,43400,3,55.6503,0,0,21000,0,1239,49153
0.110229,46200,3,51.9809,0,0,19600,0,1239,49153
