0.109096,14000,9,0,0,0,0,0,1239,49153
0.109408,14000,9,1.24444,0,0,1400,0,1239,49153
0.109719,14000,9,2.48889,0,0,2800,0,1239,49153
0.11003,14000,9,3.73333,0,0,4200,0,1239,49153
0.110342,14000,9,4.97778,0,0,5600,0,1239,49153
0.110653,14000,9,6.22222,0,0,7000,0,1239,49153
0.110965,14000,9,7.46667,0,0,8400,0,1239,49153
0.111276,14000,9,8.71111,0,0,9800,0,1239,49153
0.111587,14000,9,9.95556,0,0,11200,0,1239,49153
0.111899,14000,9,11.2,0,0,12600,0,1239,49153
0.118508,15400,9,11.2,0,0,12600,0,1239,49153
0.11882,18200,9,9.95556,0,0,11200,0,1239,49153
0.119131,18200,9,11.2,0,0,12600,0,1239,49153
0.119443,21000,9,9.95556,0,0,11200,0,1239,49153
0.119754,21000,9,11.2,0,0,12600,0,1239,49153
0.120066,23800,9,9.95556,0,0,11200,0,1239,49153
0.120377,23800,9,11.2,0,0,12600,0,1239,49153
0.120688,26600,9,9.95556,0,0,11200,0,1239,49153
0.121,26600,9,11.2,0,0,12600,0,1239,49153
0.121311,26600,9,12.4444,0,0,14000,0,1239,49153
0.121623,26600,9,13.6889,0,0,15400,0,1239,49153
0.121934,26600,9,14.9333,0,0,16800,0,1239,49153
0.122245,26600,9,16.1778,0,0,18200,0,1239,49153
0.122557,26600,9,17.4222,0,0,19600,0,1239,49153
0.122868,26600,9,18.6667,0,0,21000,0,1239,49153
0.12318,26600,9,19.9111,0,0,22400,0,1239,49153
0.123491,26600,9,21.1556,0,0,23800,0,1239,49153
0.123803,26600,9,22.4,0,0,25200,0,1239,49153
0.127821,29400,9,19.281,0,0,23800,0,1239,49153
0.128132,32200,9,18.3501,0,0,22400,0,1239,49153
0.128444,32200,9,19.497,0,0,23800,0,1239,49153
0.128755,35000,9,18.5317,0,0,22400,0,1239,49153
0.129067,35000,9,19.6899,0,0,23800,0,1239,49153
0.129378,37800,9,18.6936,0,0,22400,0,1239,49153
0.129689,37800,9,19.8619,0,0,23800,0,1239,49153
0.130001,40600,9,18.8376,0,0,22400,0,1239,49153
0.130312,40600,9,20.0149,0,0,23800,0,1239,49153
0.130624,43400,9,18.9654,0,0,22400,0,1239,49153
0.130915,43400,9,20.1507,0,0,23800,0,1239,49153
0.131206,46200,9,18.8281,0,0,22400,0,1239,49153
0.131471,46200,9,20.0048,0,0,23800,0,1239,49153
0.131735,49000,9,18.957,0,0,22400,0,1239,49153
0.131979,49000,9,20.1418,0,0,23800,0,1239,49153
0.132224,49000,9,21.3266,0,0,25200,0,1239,49153
0.132468,51800,9,20.2632,0,0,23800,0,1239,49153
0.132697,51800,9,21.4551,0,0,25200,0,1239,49153
0.132926,51800,9,22.6471,0,0,26600,0,1239,49153
0.133155,51800,9,23.839,0,0,28000,0,1239,49153
0.133384,51800,9,25.031,0,0,29400,0,1239,49153
0.133612,51800,9,26.2229,0,0,30800,0,1239,49153
0.133841,51800,9,27.4149,0,0,32200,0,1239,49153
0.13407,51800,9,28.6068,0,0,33600,0,1239,49153
0.134299,51800,9,29.7988,0,0,35000,0,1239,49153
0.134528,51800,9,30.9907,0,0,36400,0,1239,49153
0.134756,51800,9,32.1827,0,0,37800,0,1239,49153
0.134985,51800,9,33.3746,0,0,39200,0,1239,49153
0.135214,51800,9,34.5666,0,0,40600,0,1239,49153
0.135443,51800,9,35.7585,0,0,42000,0,1239,49153
