1.573996 	  614649808 
1.573996 	  615885002 
1.573996 	  616336592 
1.573996 	  616336592 
1.574387 	  611502593 
1.574388 	  611502593 
1.574388 	  611502593 
1.574388 	  611502593 
1.574388 	  612725181 
1.574388 	  612725181 
1.574496 	  612626506 
1.574496 	  612626506 
1.574496 	  613857302 
1.574496 	  613857302 
1.574496 	  616335658 
1.574496 	  616335658 
1.574496 	  616335658 
1.574496 	  616335658 
1.574496 	  616335658 
1.574496 	  617578605 
1.574596 	  616340327 
1.574596 	  618838815 
1.574596 	  618838815 
1.574596 	  619292233 
1.574596 	  626920162 
1.574696 	  625640305 
1.574696 	  625640305 
1.574696 	  625640305 
1.574696 	  625640305 
1.574696 	  625640305 
1.574796 	  624365663 
1.574796 	  626923059 
1.574796 	  626923059 
1.574796 	  626923059 
1.574896 	  625642228 
1.574896 	  625642228 
1.574896 	  625642228 
1.575096 	  623091436 
1.575096 	  624358960 
1.575096 	  624358960 
1.575096 	  625636459 
1.575096 	  625636459 
1.575196 	  625639344 
1.575196 	  625639344 
1.575196 	  626097398 
1.575196 	  627381084 
1.575196 	  627381084 
1.575196 	  628670046 
1.575396 	  626099322 
1.575396 	  635208988 
1.575396 	  635208988 
1.575396 	  635208988 
1.575396 	  635208988 
1.575396 	  635208988 
1.575396 	  635208988 
1.575496 	  633898034 
1.575496 	  635208988 
1.575496 	  635208988 
1.575496 	  635208988 
1.575596 	  635209979 
1.575596 	  635209979 
1.575596 	  636531344 
1.575696 	  636533333 
1.575696 	  636533333 
1.575696 	  645951439 
1.575696 	  646423986 
1.575796 	  645064311 
1.575796 	  645064311 
1.575796 	  645064311 
1.575996 	  642356989 
1.575996 	  642356989 
1.575996 	  643703230 
1.575996 	  645060229 
1.575996 	  645060229 
1.576096 	  653333333 
1.576096 	  653333333 
1.576096 	  653333333 
1.576096 	  653333333 
1.576096 	  658961256 
1.576096 	  661812809 
1.576296 	  658966582 
1.576296 	  658966582 
1.576296 	  660386629 
1.576296 	  663250558 
1.576296 	  664691317 
1.576296 	  669053590 
1.576296 	  669542641 
1.576396 	  672492307 
1.576396 	  672492307 
1.576396 	  675459132 
1.576396 	  676952382 
1.576496 	  678456762 
1.576496 	  679963311 
1.576496 	  682997713 
1.576496 	  684524518 
1.576596 	  686062780 
1.576596 	  687603335 
1.576596 	  690706464 
1.576696 	  690708803 
1.576696 	  693840089 
1.576696 	  693840089 
1.576896 	  692271493 
1.576896 	  695416996 
1.576896 	  695416996 
1.576896 	  696998705 
1.576896 	  698595999 
1.576996 	  698594803 
1.576996 	  699105022 
1.576996 	  699105022 
1.576996 	  699105022 
1.576996 	  695928458 
1.576996 	  695928458 
1.577196 	  695928458 
1.577196 	  695927272 
1.577196 	  692779456 
1.577196 	  692779456 
1.577196 	  694346844 
1.577196 	  692779456 
1.577296 	  689659987 
1.577296 	  689659987 
1.577296 	  691212106 
1.577296 	  691212106 
1.577296 	  689659987 
1.577396 	  686568486 
1.577396 	  688106705 
1.577396 	  688106705 
1.577396 	  688106705 
1.577496 	  686568486 
1.577496 	  687070730 
1.577496 	  685530201 
1.577596 	  685530201 
1.577596 	  685529051 
1.577596 	  679515048 
1.577596 	  681021821 
1.577796 	  681021821 
1.577796 	  681021821 
1.577796 	  681021821 
1.577796 	  682534151 
1.577796 	  682416960 
1.577796 	  682417112 
1.577896 	  679453500 
1.577896 	  680958865 
1.577896 	  680958865 
1.577896 	  679452370 
1.578096 	  680958865 
1.578096 	  677948027 
1.578096 	  677948027 
1.578096 	  677948027 
1.578096 	  683933056 
1.578096 	  684433008 
1.578096 	  682913369 
1.578196 	  682913369 
1.578196 	  679887464 
1.578196 	  679886333 
1.578196 	  679886333 
1.578296 	  679886333 
1.578296 	  678386796 
1.578296 	  678386796 
1.578296 	  675400783 
1.578396 	  675400783 
1.578396 	  675400783 
1.578396 	  676001320 
1.578496 	  676001171 
1.578496 	  674519668 
1.578496 	  674519520 
1.578696 	  672491228 
1.578696 	  672491228 
1.578696 	  672491228 
1.578696 	  672491228 
1.578696 	  672491228 
1.578696 	  672982456 
1.578696 	  672982456 
1.578796 	  672982456 
1.578796 	  671509846 
1.578796 	  671509846 
1.578796 	  671508744 
1.578796 	  671508744 
1.578996 	  670046959 
1.578996 	  671508744 
1.578996 	  668584970 
1.578996 	  668584970 
1.578996 	  668584970 
1.578996 	  670040376 
1.578996 	  670040376 
1.579096 	  668586062 
1.579096 	  670042570 
1.579096 	  667131522 
1.579196 	  667131522 
1.579196 	  667131522 
1.579196 	  668580600 
1.579196 	  668580600 
1.579296 	  669068615 
1.579296 	  667619568 
1.579296 	  667619568 
1.579396 	  669069708 
1.579396 	  666170281 
1.579396 	  666170281 
1.579396 	  666169197 
1.579396 	  666169197 
1.579596 	  667613037 
1.579596 	  666170281 
1.579596 	  666170281 
1.579796 	  667615214 
1.579796 	  664728351 
1.579796 	  664728351 
1.579796 	  664728351 
1.579796 	  666165946 
1.579796 	  666165946 
1.579796 	  664729430 
1.579796 	  664729430 
1.579796 	  666167029 
1.579796 	  663292651 
1.579797 	  663776453 
1.579896 	  663776453 
1.579896 	  665209961 
1.579896 	  665209961 
1.579896 	  665209961 
1.579996 	  665209961 
1.579996 	  665212121 
1.579996 	  665211041 
1.579996 	  662345898 
